Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2024-10169,2024-03-30,2024-04-02,CUST-1009,Customer 10,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 869,881.5,7,0.15,106.16
CA-2024-10170,2024-01-09,2024-01-14,CUST-1038,Customer 39,Corporate,East,Technology,Machines,Technology - Machines Model 401,130.99,2,0.0,38.06
CA-2024-10171,2024-09-12,2024-09-16,CUST-1103,Customer 104,Corporate,West,Furniture,Furnishings,Furniture - Furnishings Model 452,106.19,1,0.15,13.19
CA-2024-10172,2024-10-03,2024-10-07,CUST-1004,Customer 5,Consumer,West,Office Supplies,Paper,Office Supplies - Paper Model 811,1984.05,6,0.0,487.45
CA-2024-10173,2023-12-08,2023-12-10,CUST-1086,Customer 87,Consumer,South,Office Supplies,Storage,Office Supplies - Storage Model 570,1299.37,6,0.1,280.36
CA-2024-10174,2024-04-21,2024-04-22,CUST-1054,Customer 55,Corporate,South,Office Supplies,Binders,Office Supplies - Binders Model 756,579.29,4,0.1,91.67
CA-2024-10175,2023-10-06,2023-10-10,CUST-1114,Customer 115,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 420,2116.93,5,0.0,477.8
CA-2024-10176,2024-03-31,2024-04-01,CUST-1116,Customer 117,Home Office,South,Furniture,Bookcases,Furniture - Bookcases Model 753,504.42,7,0.0,119.05
CA-2024-10177,2023-12-07,2023-12-09,CUST-1090,Customer 91,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 801,649.3,4,0.3,-15.47
CA-2024-10178,2024-02-10,2024-02-13,CUST-1014,Customer 15,Home Office,North,Office Supplies,Binders,Office Supplies - Binders Model 338,996.63,6,0.2,77.8
CA-2024-10179,2023-08-04,2023-08-06,CUST-1029,Customer 30,Corporate,East,Office Supplies,Binders,Office Supplies - Binders Model 625,271.23,5,0.0,58.42
CA-2024-10180,2024-04-10,2024-04-14,CUST-1081,Customer 82,Corporate,North,Office Supplies,Appliances,Office Supplies - Appliances Model 921,1053.09,7,0.1,190.21
CA-2024-10181,2023-08-26,2023-08-31,CUST-1051,Customer 52,Corporate,North,Technology,Phones,Technology - Phones Model 216,370.27,5,0.0,79.06
CA-2024-10182,2024-08-02,2024-08-07,CUST-1059,Customer 60,Corporate,West,Office Supplies,Appliances,Office Supplies - Appliances Model 642,520.96,2,0.0,148.55
CA-2024-10183,2024-11-02,2024-11-07,CUST-1042,Customer 43,Corporate,West,Office Supplies,Art,Office Supplies - Art Model 616,787.34,2,0.0,195.62
CA-2024-10184,2024-11-20,2024-11-25,CUST-1030,Customer 31,Corporate,North,Office Supplies,Labels,Office Supplies - Labels Model 198,204.78,4,0.0,43.03
CA-2024-10185,2023-03-21,2023-03-25,CUST-1096,Customer 97,Corporate,East,Furniture,Bookcases,Furniture - Bookcases Model 458,518.88,5,0.15,68.86
CA-2024-10186,2023-08-19,2023-08-21,CUST-1062,Customer 63,Corporate,East,Office Supplies,Appliances,Office Supplies - Appliances Model 582,696.11,4,0.1,95.85
CA-2024-10187,2024-08-20,2024-08-25,CUST-1054,Customer 55,Consumer,East,Office Supplies,Paper,Office Supplies - Paper Model 690,2081.39,7,0.0,527.7
CA-2024-10188,2023-03-06,2023-03-11,CUST-1084,Customer 85,Home Office,North,Technology,Accessories,Technology - Accessories Model 272,35.68,1,0.0,9.09
CA-2024-10189,2024-12-03,2024-12-08,CUST-1051,Customer 52,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 645,586.39,4,0.15,94.45
CA-2024-10190,2024-03-11,2024-03-16,CUST-1037,Customer 38,Consumer,South,Technology,Phones,Technology - Phones Model 291,237.99,1,0.4,-9.31
CA-2024-10191,2024-07-13,2024-07-18,CUST-1096,Customer 97,Home Office,South,Furniture,Furnishings,Furniture - Furnishings Model 888,2470.38,7,0.15,418.76
CA-2024-10192,2023-07-19,2023-07-20,CUST-1078,Customer 79,Home Office,East,Office Supplies,Art,Office Supplies - Art Model 680,335.39,1,0.1,41.85
CA-2024-10193,2023-07-19,2023-07-20,CUST-1086,Customer 87,Corporate,North,Technology,Copiers,Technology - Copiers Model 763,109.66,4,0.15,12.65
CA-2024-10194,2024-01-01,2024-01-05,CUST-1010,Customer 11,Home Office,East,Office Supplies,Binders,Office Supplies - Binders Model 662,447.49,5,0.1,90.86
CA-2024-10195,2024-06-03,2024-06-05,CUST-1037,Customer 38,Consumer,West,Technology,Copiers,Technology - Copiers Model 747,194.04,1,0.5,-25.86
CA-2024-10196,2024-07-14,2024-07-18,CUST-1067,Customer 68,Corporate,North,Technology,Copiers,Technology - Copiers Model 289,719.15,2,0.2,49.82
CA-2024-10197,2024-05-02,2024-05-04,CUST-1117,Customer 118,Consumer,West,Office Supplies,Binders,Office Supplies - Binders Model 325,539.89,7,0.0,140.29
CA-2024-10198,2024-10-26,2024-10-29,CUST-1077,Customer 78,Consumer,North,Furniture,Furnishings,Furniture - Furnishings Model 513,1860.94,4,0.0,537.24
CA-2024-10199,2023-05-02,2023-05-03,CUST-1011,Customer 12,Home Office,South,Office Supplies,Paper,Office Supplies - Paper Model 760,2496.57,6,0.15,393.57
CA-2024-10200,2023-08-24,2023-08-27,CUST-1085,Customer 86,Corporate,North,Technology,Phones,Technology - Phones Model 880,403.47,5,0.15,35.98
CA-2024-10201,2024-07-15,2024-07-18,CUST-1022,Customer 23,Home Office,North,Office Supplies,Appliances,Office Supplies - Appliances Model 800,1126.68,3,0.0,289.0
CA-2024-10202,2024-02-17,2024-02-21,CUST-1110,Customer 111,Home Office,North,Furniture,Chairs,Furniture - Chairs Model 285,16.6,1,0.15,2.79
CA-2024-10203,2023-04-14,2023-04-17,CUST-1095,Customer 96,Home Office,South,Furniture,Chairs,Furniture - Chairs Model 504,2204.71,7,0.15,328.04
CA-2024-10204,2023-04-22,2023-04-27,CUST-1008,Customer 9,Corporate,South,Technology,Accessories,Technology - Accessories Model 665,2513.1,6,0.0,743.39
CA-2024-10205,2024-01-12,2024-01-16,CUST-1074,Customer 75,Corporate,East,Office Supplies,Art,Office Supplies - Art Model 200,475.56,7,0.1,91.41
CA-2024-10206,2024-06-19,2024-06-22,CUST-1025,Customer 26,Consumer,North,Furniture,Tables,Furniture - Tables Model 504,174.6,6,0.0,48.79
CA-2024-10207,2023-01-20,2023-01-21,CUST-1118,Customer 119,Home Office,North,Office Supplies,Appliances,Office Supplies - Appliances Model 435,447.62,4,0.1,80.73
CA-2024-10208,2023-06-11,2023-06-13,CUST-1018,Customer 19,Consumer,West,Office Supplies,Paper,Office Supplies - Paper Model 310,184.44,5,0.15,32.87
CA-2024-10209,2023-04-27,2023-05-01,CUST-1063,Customer 64,Corporate,North,Furniture,Tables,Furniture - Tables Model 212,451.0,2,0.0,93.02
CA-2024-10210,2024-04-20,2024-04-23,CUST-1046,Customer 47,Home Office,West,Furniture,Bookcases,Furniture - Bookcases Model 500,1037.48,4,0.2,53.78
CA-2024-10211,2024-12-10,2024-12-14,CUST-1074,Customer 75,Corporate,South,Office Supplies,Labels,Office Supplies - Labels Model 599,381.37,2,0.0,102.98
CA-2024-10212,2023-09-11,2023-09-16,CUST-1069,Customer 70,Corporate,North,Office Supplies,Art,Office Supplies - Art Model 525,600.0,2,0.3,26.52
CA-2024-10213,2023-02-18,2023-02-23,CUST-1073,Customer 74,Home Office,West,Furniture,Furnishings,Furniture - Furnishings Model 737,515.27,2,0.3,19.59
CA-2024-10214,2024-09-03,2024-09-04,CUST-1053,Customer 54,Consumer,West,Furniture,Tables,Furniture - Tables Model 695,1334.49,4,0.0,304.63
CA-2024-10215,2024-09-09,2024-09-13,CUST-1006,Customer 7,Consumer,West,Office Supplies,Storage,Office Supplies - Storage Model 947,1228.72,7,0.1,242.88
CA-2024-10216,2024-07-09,2024-07-10,CUST-1044,Customer 45,Home Office,East,Furniture,Chairs,Furniture - Chairs Model 974,330.14,4,0.0,91.51
CA-2024-10217,2023-03-11,2023-03-13,CUST-1031,Customer 32,Corporate,West,Furniture,Furnishings,Furniture - Furnishings Model 298,370.48,2,0.1,54.1
CA-2024-10218,2023-11-09,2023-11-14,CUST-1057,Customer 58,Home Office,North,Office Supplies,Storage,Office Supplies - Storage Model 404,144.0,1,0.4,-3.35
CA-2024-10219,2024-03-20,2024-03-21,CUST-1032,Customer 33,Consumer,West,Office Supplies,Labels,Office Supplies - Labels Model 426,311.96,1,0.1,41.02
CA-2024-10220,2023-12-20,2023-12-24,CUST-1057,Customer 58,Corporate,East,Office Supplies,Labels,Office Supplies - Labels Model 709,262.26,6,0.2,21.73
CA-2024-10221,2024-05-31,2024-06-02,CUST-1021,Customer 22,Home Office,South,Furniture,Furnishings,Furniture - Furnishings Model 979,1500.53,7,0.1,189.41
CA-2024-10222,2023-10-21,2023-10-25,CUST-1058,Customer 59,Consumer,West,Office Supplies,Labels,Office Supplies - Labels Model 131,505.55,4,0.1,99.01
CA-2024-10223,2023-08-02,2023-08-07,CUST-1078,Customer 79,Home Office,West,Furniture,Bookcases,Furniture - Bookcases Model 779,886.9,2,0.1,155.43
CA-2024-10224,2023-09-11,2023-09-14,CUST-1071,Customer 72,Consumer,South,Office Supplies,Paper,Office Supplies - Paper Model 778,333.54,1,0.0,69.82
CA-2024-10225,2024-12-09,2024-12-12,CUST-1010,Customer 11,Consumer,South,Furniture,Furnishings,Furniture - Furnishings Model 575,1625.11,5,0.15,259.68
CA-2024-10226,2024-07-12,2024-07-14,CUST-1041,Customer 42,Consumer,South,Office Supplies,Art,Office Supplies - Art Model 976,908.96,2,0.0,227.88
CA-2024-10227,2023-08-08,2023-08-09,CUST-1118,Customer 119,Consumer,North,Office Supplies,Art,Office Supplies - Art Model 712,822.8,6,0.4,-28.23
CA-2024-10228,2024-10-10,2024-10-14,CUST-1010,Customer 11,Corporate,West,Technology,Phones,Technology - Phones Model 986,379.34,6,0.15,36.64
CA-2024-10229,2023-04-12,2023-04-14,CUST-1094,Customer 95,Corporate,West,Furniture,Bookcases,Furniture - Bookcases Model 230,216.63,1,0.2,13.21
CA-2024-10230,2024-10-06,2024-10-09,CUST-1060,Customer 61,Consumer,North,Technology,Accessories,Technology - Accessories Model 745,718.94,4,0.5,-78.99
CA-2024-10231,2023-12-30,2024-01-03,CUST-1072,Customer 73,Consumer,South,Technology,Machines,Technology - Machines Model 575,1349.18,5,0.0,281.6
CA-2024-10232,2024-02-21,2024-02-26,CUST-1034,Customer 35,Consumer,North,Office Supplies,Storage,Office Supplies - Storage Model 413,1860.46,7,0.15,214.39
CA-2024-10233,2024-09-11,2024-09-14,CUST-1093,Customer 94,Home Office,East,Furniture,Bookcases,Furniture - Bookcases Model 371,169.77,3,0.15,14.76
CA-2024-10234,2024-03-29,2024-03-30,CUST-1019,Customer 20,Consumer,West,Furniture,Furnishings,Furniture - Furnishings Model 290,324.15,2,0.1,48.79
CA-2024-10235,2023-07-10,2023-07-15,CUST-1098,Customer 99,Corporate,North,Office Supplies,Paper,Office Supplies - Paper Model 559,102.31,1,0.2,10.9
CA-2024-10236,2023-07-29,2023-08-01,CUST-1096,Customer 97,Home Office,East,Office Supplies,Art,Office Supplies - Art Model 453,1390.93,6,0.0,331.27
CA-2024-10237,2024-12-02,2024-12-05,CUST-1018,Customer 19,Home Office,South,Office Supplies,Labels,Office Supplies - Labels Model 380,921.48,6,0.3,-11.05
CA-2024-10238,2023-03-24,2023-03-27,CUST-1002,Customer 3,Corporate,North,Technology,Phones,Technology - Phones Model 426,316.35,1,0.0,89.51
CA-2024-10239,2024-05-22,2024-05-25,CUST-1046,Customer 47,Consumer,West,Office Supplies,Appliances,Office Supplies - Appliances Model 775,370.92,6,0.0,95.22
CA-2024-10240,2023-03-30,2023-04-02,CUST-1052,Customer 53,Consumer,East,Office Supplies,Labels,Office Supplies - Labels Model 807,129.58,4,0.3,3.47
CA-2024-10241,2024-09-13,2024-09-14,CUST-1119,Customer 120,Consumer,East,Office Supplies,Paper,Office Supplies - Paper Model 980,552.12,4,0.1,121.21
CA-2024-10242,2024-07-15,2024-07-20,CUST-1020,Customer 21,Consumer,West,Furniture,Furnishings,Furniture - Furnishings Model 300,1277.27,4,0.3,-42.83
CA-2024-10243,2024-04-24,2024-04-25,CUST-1007,Customer 8,Corporate,East,Furniture,Chairs,Furniture - Chairs Model 687,1429.49,7,0.15,241.94
CA-2024-10244,2024-08-27,2024-09-01,CUST-1050,Customer 51,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 922,1053.99,4,0.0,293.72
CA-2024-10245,2024-08-01,2024-08-05,CUST-1065,Customer 66,Consumer,East,Office Supplies,Labels,Office Supplies - Labels Model 683,1354.67,6,0.3,-53.79
CA-2024-10246,2024-07-26,2024-07-30,CUST-1005,Customer 6,Consumer,West,Furniture,Chairs,Furniture - Chairs Model 548,1050.64,5,0.1,146.68
CA-2024-10247,2023-10-18,2023-10-23,CUST-1083,Customer 84,Consumer,North,Office Supplies,Labels,Office Supplies - Labels Model 401,93.61,3,0.2,6.41
CA-2024-10248,2023-12-07,2023-12-12,CUST-1048,Customer 49,Consumer,South,Furniture,Chairs,Furniture - Chairs Model 332,1037.76,5,0.0,292.46
CA-2024-10249,2024-07-24,2024-07-25,CUST-1038,Customer 39,Consumer,East,Furniture,Tables,Furniture - Tables Model 432,2328.86,5,0.0,564.01
CA-2024-10250,2023-11-28,2023-12-03,CUST-1116,Customer 117,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 701,812.95,2,0.15,135.18
CA-2024-10251,2023-06-23,2023-06-28,CUST-1046,Customer 47,Consumer,East,Technology,Accessories,Technology - Accessories Model 423,1196.91,7,0.15,106.8
CA-2024-10252,2024-02-16,2024-02-20,CUST-1112,Customer 113,Consumer,South,Office Supplies,Labels,Office Supplies - Labels Model 869,288.37,1,0.15,48.68
CA-2024-10253,2023-09-23,2023-09-25,CUST-1050,Customer 51,Home Office,North,Furniture,Tables,Furniture - Tables Model 183,1135.3,5,0.3,-37.87
CA-2024-10254,2023-12-16,2023-12-18,CUST-1080,Customer 81,Corporate,West,Furniture,Bookcases,Furniture - Bookcases Model 410,412.92,2,0.3,16.85
CA-2024-10255,2023-05-07,2023-05-08,CUST-1022,Customer 23,Home Office,South,Technology,Accessories,Technology - Accessories Model 206,670.55,3,0.0,170.49
CA-2024-10256,2024-09-25,2024-09-29,CUST-1107,Customer 108,Corporate,East,Office Supplies,Binders,Office Supplies - Binders Model 946,2683.0,7,0.0,692.8
CA-2024-10257,2023-04-28,2023-05-02,CUST-1032,Customer 33,Corporate,South,Furniture,Bookcases,Furniture - Bookcases Model 106,84.16,1,0.0,18.13
CA-2024-10258,2024-10-30,2024-11-01,CUST-1059,Customer 60,Consumer,East,Office Supplies,Art,Office Supplies - Art Model 225,258.45,1,0.15,36.33
CA-2024-10259,2024-11-18,2024-11-22,CUST-1055,Customer 56,Home Office,North,Furniture,Bookcases,Furniture - Bookcases Model 976,2918.59,6,0.0,731.24
CA-2024-10260,2023-03-16,2023-03-21,CUST-1003,Customer 4,Consumer,South,Furniture,Furnishings,Furniture - Furnishings Model 333,992.57,6,0.2,85.21
CA-2024-10261,2024-06-25,2024-06-27,CUST-1100,Customer 101,Home Office,North,Technology,Phones,Technology - Phones Model 134,891.75,4,0.5,-129.72
CA-2024-10262,2023-03-18,2023-03-21,CUST-1046,Customer 47,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 167,441.32,1,0.1,76.86
CA-2024-10263,2024-01-14,2024-01-17,CUST-1002,Customer 3,Consumer,West,Office Supplies,Storage,Office Supplies - Storage Model 596,1827.78,7,0.0,542.2
CA-2024-10264,2023-12-25,2023-12-29,CUST-1114,Customer 115,Consumer,East,Furniture,Tables,Furniture - Tables Model 210,1480.06,4,0.1,324.7
CA-2024-10265,2023-04-14,2023-04-15,CUST-1023,Customer 24,Corporate,North,Office Supplies,Binders,Office Supplies - Binders Model 616,687.79,4,0.3,-18.41
CA-2024-10266,2023-04-01,2023-04-06,CUST-1097,Customer 98,Corporate,North,Office Supplies,Paper,Office Supplies - Paper Model 760,2637.19,7,0.0,736.89
CA-2024-10267,2023-01-20,2023-01-21,CUST-1045,Customer 46,Consumer,South,Furniture,Tables,Furniture - Tables Model 765,1570.49,4,0.2,140.08
CA-2024-10268,2024-11-25,2024-11-27,CUST-1099,Customer 100,Consumer,North,Office Supplies,Art,Office Supplies - Art Model 814,1243.58,3,0.1,256.87
CA-2024-10269,2023-03-23,2023-03-27,CUST-1050,Customer 51,Corporate,East,Office Supplies,Appliances,Office Supplies - Appliances Model 262,112.23,1,0.0,22.48
CA-2024-10270,2023-12-03,2023-12-04,CUST-1096,Customer 97,Home Office,East,Office Supplies,Art,Office Supplies - Art Model 542,178.1,7,0.15,30.75
CA-2024-10271,2024-12-20,2024-12-22,CUST-1095,Customer 96,Home Office,South,Office Supplies,Paper,Office Supplies - Paper Model 909,1608.92,5,0.0,451.21
CA-2024-10272,2024-10-25,2024-10-28,CUST-1055,Customer 56,Corporate,South,Furniture,Tables,Furniture - Tables Model 469,343.26,1,0.0,68.73
CA-2024-10273,2024-08-01,2024-08-02,CUST-1035,Customer 36,Home Office,North,Furniture,Bookcases,Furniture - Bookcases Model 843,1596.26,4,0.15,249.99
CA-2024-10274,2024-11-06,2024-11-09,CUST-1065,Customer 66,Consumer,East,Office Supplies,Paper,Office Supplies - Paper Model 483,2438.74,7,0.0,572.82
CA-2024-10275,2023-07-07,2023-07-12,CUST-1044,Customer 45,Corporate,North,Technology,Copiers,Technology - Copiers Model 457,144.26,1,0.1,28.77
CA-2024-10276,2024-10-17,2024-10-21,CUST-1065,Customer 66,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 389,741.31,7,0.3,0.38
CA-2024-10277,2023-01-27,2023-02-01,CUST-1102,Customer 103,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 536,93.99,3,0.0,24.89
CA-2024-10278,2024-12-26,2024-12-27,CUST-1054,Customer 55,Corporate,South,Office Supplies,Binders,Office Supplies - Binders Model 555,965.63,4,0.15,100.61
CA-2024-10279,2024-02-16,2024-02-20,CUST-1052,Customer 53,Home Office,South,Office Supplies,Binders,Office Supplies - Binders Model 304,827.36,2,0.1,112.41
CA-2024-10280,2023-10-17,2023-10-19,CUST-1119,Customer 120,Corporate,East,Furniture,Bookcases,Furniture - Bookcases Model 690,58.35,1,0.1,7.28
CA-2024-10281,2023-04-06,2023-04-07,CUST-1086,Customer 87,Corporate,West,Furniture,Bookcases,Furniture - Bookcases Model 988,220.47,4,0.0,52.04
CA-2024-10282,2024-10-20,2024-10-21,CUST-1026,Customer 27,Home Office,West,Office Supplies,Art,Office Supplies - Art Model 240,1319.14,6,0.0,391.0
CA-2024-10283,2024-02-25,2024-02-26,CUST-1057,Customer 58,Consumer,North,Office Supplies,Art,Office Supplies - Art Model 828,712.74,2,0.0,160.67
CA-2024-10284,2023-08-23,2023-08-28,CUST-1100,Customer 101,Home Office,West,Furniture,Furnishings,Furniture - Furnishings Model 530,472.83,1,0.0,131.53
CA-2024-10285,2024-10-13,2024-10-18,CUST-1041,Customer 42,Consumer,South,Technology,Machines,Technology - Machines Model 652,417.94,2,0.15,65.65
CA-2024-10286,2024-03-30,2024-03-31,CUST-1012,Customer 13,Consumer,North,Office Supplies,Storage,Office Supplies - Storage Model 627,1053.07,6,0.1,219.06
CA-2024-10287,2023-04-10,2023-04-15,CUST-1086,Customer 87,Corporate,South,Office Supplies,Binders,Office Supplies - Binders Model 373,1899.71,6,0.15,227.04
CA-2024-10288,2024-05-02,2024-05-03,CUST-1099,Customer 100,Consumer,East,Office Supplies,Labels,Office Supplies - Labels Model 148,124.35,2,0.1,16.16
CA-2024-10289,2024-08-08,2024-08-13,CUST-1036,Customer 37,Home Office,South,Furniture,Furnishings,Furniture - Furnishings Model 497,183.27,1,0.15,20.71
CA-2024-10290,2023-07-01,2023-07-05,CUST-1023,Customer 24,Corporate,North,Technology,Machines,Technology - Machines Model 957,1236.99,4,0.1,181.5
CA-2024-10291,2024-04-09,2024-04-13,CUST-1057,Customer 58,Home Office,South,Furniture,Tables,Furniture - Tables Model 274,812.94,2,0.0,197.99
CA-2024-10292,2024-05-15,2024-05-16,CUST-1032,Customer 33,Corporate,East,Office Supplies,Paper,Office Supplies - Paper Model 111,39.92,3,0.15,5.38
CA-2024-10293,2023-08-16,2023-08-19,CUST-1072,Customer 73,Corporate,West,Office Supplies,Labels,Office Supplies - Labels Model 603,1422.77,6,0.0,412.53
CA-2024-10294,2024-05-03,2024-05-08,CUST-1097,Customer 98,Corporate,North,Office Supplies,Binders,Office Supplies - Binders Model 317,297.37,1,0.0,75.26
CA-2024-10295,2024-03-09,2024-03-12,CUST-1014,Customer 15,Corporate,South,Office Supplies,Art,Office Supplies - Art Model 189,153.97,2,0.3,6.89
CA-2024-10296,2024-05-21,2024-05-26,CUST-1082,Customer 83,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 962,820.69,3,0.2,110.58
CA-2024-10297,2023-04-12,2023-04-16,CUST-1056,Customer 57,Home Office,North,Office Supplies,Storage,Office Supplies - Storage Model 852,1585.57,4,0.15,197.83
CA-2024-10298,2024-07-19,2024-07-20,CUST-1049,Customer 50,Consumer,South,Furniture,Bookcases,Furniture - Bookcases Model 221,1464.62,5,0.15,253.18
CA-2024-10299,2024-03-21,2024-03-23,CUST-1077,Customer 78,Corporate,North,Office Supplies,Art,Office Supplies - Art Model 617,647.05,4,0.3,17.75
CA-2024-10300,2024-12-21,2024-12-24,CUST-1076,Customer 77,Corporate,East,Furniture,Chairs,Furniture - Chairs Model 780,298.37,3,0.1,47.94
CA-2024-10301,2024-11-29,2024-12-01,CUST-1061,Customer 62,Corporate,East,Office Supplies,Storage,Office Supplies - Storage Model 118,512.07,6,0.15,91.21
CA-2024-10302,2023-09-17,2023-09-21,CUST-1114,Customer 115,Corporate,North,Technology,Copiers,Technology - Copiers Model 910,321.49,2,0.4,-25.95
CA-2024-10303,2023-12-28,2024-01-01,CUST-1110,Customer 111,Consumer,East,Office Supplies,Art,Office Supplies - Art Model 695,1214.08,6,0.3,24.65
CA-2024-10304,2024-02-25,2024-02-27,CUST-1035,Customer 36,Consumer,West,Office Supplies,Art,Office Supplies - Art Model 827,732.45,2,0.1,147.1
CA-2024-10305,2024-09-04,2024-09-07,CUST-1092,Customer 93,Consumer,North,Furniture,Furnishings,Furniture - Furnishings Model 364,439.02,7,0.3,26.05
CA-2024-10306,2024-11-02,2024-11-03,CUST-1092,Customer 93,Consumer,East,Office Supplies,Appliances,Office Supplies - Appliances Model 705,414.39,1,0.1,61.15
CA-2024-10307,2023-01-17,2023-01-19,CUST-1044,Customer 45,Consumer,West,Office Supplies,Storage,Office Supplies - Storage Model 423,425.93,1,0.0,124.3
CA-2024-10308,2024-09-19,2024-09-21,CUST-1058,Customer 59,Consumer,North,Furniture,Bookcases,Furniture - Bookcases Model 500,434.33,5,0.0,105.6
CA-2024-10309,2023-09-13,2023-09-16,CUST-1055,Customer 56,Corporate,East,Office Supplies,Art,Office Supplies - Art Model 502,415.27,7,0.3,22.69
CA-2024-10310,2024-07-05,2024-07-10,CUST-1020,Customer 21,Corporate,East,Office Supplies,Storage,Office Supplies - Storage Model 727,114.16,1,0.0,29.61
CA-2024-10311,2024-07-11,2024-07-15,CUST-1109,Customer 110,Consumer,West,Furniture,Tables,Furniture - Tables Model 520,1333.37,7,0.2,164.78
CA-2024-10312,2023-07-08,2023-07-12,CUST-1097,Customer 98,Corporate,West,Office Supplies,Art,Office Supplies - Art Model 389,3078.62,7,0.0,705.01
CA-2024-10313,2024-08-03,2024-08-08,CUST-1061,Customer 62,Corporate,North,Office Supplies,Paper,Office Supplies - Paper Model 425,83.0,2,0.0,18.29
CA-2024-10314,2023-03-26,2023-03-31,CUST-1083,Customer 84,Consumer,East,Furniture,Furnishings,Furniture - Furnishings Model 943,736.5,7,0.15,89.55
CA-2024-10315,2023-12-09,2023-12-11,CUST-1049,Customer 50,Home Office,North,Office Supplies,Art,Office Supplies - Art Model 305,113.7,3,0.5,-18.13
CA-2024-10316,2024-06-11,2024-06-16,CUST-1053,Customer 54,Corporate,North,Office Supplies,Storage,Office Supplies - Storage Model 301,40.04,2,0.2,3.94
CA-2024-10317,2024-10-12,2024-10-14,CUST-1085,Customer 86,Consumer,West,Technology,Copiers,Technology - Copiers Model 252,390.11,5,0.0,98.07
CA-2024-10318,2024-12-29,2025-01-01,CUST-1035,Customer 36,Home Office,East,Technology,Machines,Technology - Machines Model 882,867.48,3,0.2,45.29
CA-2024-10319,2024-01-13,2024-01-18,CUST-1056,Customer 57,Consumer,East,Furniture,Bookcases,Furniture - Bookcases Model 240,236.99,4,0.5,-27.1
CA-2024-10320,2024-07-28,2024-07-29,CUST-1075,Customer 76,Corporate,North,Technology,Phones,Technology - Phones Model 948,1257.17,7,0.1,199.54
CA-2024-10321,2024-03-27,2024-03-29,CUST-1112,Customer 113,Consumer,West,Furniture,Chairs,Furniture - Chairs Model 925,564.69,2,0.1,81.03
CA-2024-10322,2023-11-11,2023-11-16,CUST-1082,Customer 83,Corporate,North,Technology,Copiers,Technology - Copiers Model 292,988.71,6,0.0,292.81
CA-2024-10323,2024-04-27,2024-04-30,CUST-1075,Customer 76,Consumer,East,Technology,Machines,Technology - Machines Model 194,1156.73,7,0.0,325.78
CA-2024-10324,2023-11-09,2023-11-14,CUST-1071,Customer 72,Consumer,West,Technology,Accessories,Technology - Accessories Model 883,1473.67,3,0.0,394.06
CA-2024-10325,2023-05-04,2023-05-05,CUST-1112,Customer 113,Consumer,North,Office Supplies,Art,Office Supplies - Art Model 239,284.69,1,0.1,59.16
CA-2024-10326,2023-03-10,2023-03-13,CUST-1032,Customer 33,Consumer,West,Office Supplies,Paper,Office Supplies - Paper Model 296,299.84,6,0.0,88.29
CA-2024-10327,2023-05-21,2023-05-25,CUST-1053,Customer 54,Corporate,East,Furniture,Tables,Furniture - Tables Model 227,1516.82,4,0.0,345.28
CA-2024-10328,2024-12-14,2024-12-15,CUST-1056,Customer 57,Consumer,South,Office Supplies,Labels,Office Supplies - Labels Model 421,1214.45,5,0.5,-175.43
CA-2024-10329,2023-03-23,2023-03-25,CUST-1083,Customer 84,Consumer,East,Office Supplies,Art,Office Supplies - Art Model 486,97.4,1,0.15,13.94
CA-2024-10330,2024-08-08,2024-08-10,CUST-1042,Customer 43,Corporate,East,Furniture,Chairs,Furniture - Chairs Model 119,811.85,6,0.15,102.13
CA-2024-10331,2024-04-27,2024-04-29,CUST-1029,Customer 30,Corporate,South,Technology,Copiers,Technology - Copiers Model 382,291.44,1,0.15,40.32
CA-2024-10332,2024-03-18,2024-03-22,CUST-1058,Customer 59,Corporate,North,Furniture,Tables,Furniture - Tables Model 253,698.42,5,0.4,-32.37
CA-2024-10333,2024-07-13,2024-07-18,CUST-1119,Customer 120,Corporate,South,Office Supplies,Appliances,Office Supplies - Appliances Model 383,1436.99,5,0.1,208.81
CA-2024-10334,2023-06-13,2023-06-16,CUST-1000,Customer 1,Consumer,North,Technology,Accessories,Technology - Accessories Model 899,714.68,6,0.0,143.53
CA-2024-10335,2023-02-23,2023-02-25,CUST-1034,Customer 35,Home Office,North,Technology,Machines,Technology - Machines Model 466,632.14,5,0.1,103.57
CA-2024-10336,2023-09-05,2023-09-09,CUST-1016,Customer 17,Corporate,North,Furniture,Furnishings,Furniture - Furnishings Model 592,47.46,1,0.2,2.14
CA-2024-10337,2024-03-11,2024-03-12,CUST-1109,Customer 110,Consumer,West,Technology,Copiers,Technology - Copiers Model 160,1127.17,6,0.15,166.02
